addr,web_add,company_info,company,pay,jobname
北京-海淀区,https://jobs.51job.com/all/co4767819.html,"1、搭建NLP系统、平台，新技术研究。,2、分析车辆历史产生的文本数据，包括但不限于品牌口碑、维修保养记录、出险记录等。,3、配合技术团队，自然语言处理相关产品落地。, 岗位要求：,1、数学/计算机相关专业，硕士及以上学历，3年以上NLP工作经验；,2、精通NLP相关技术及算法，动手能力强，业务方向，做过推荐系统、舆情分析、智能客服、问答系统等优先；,3、精通机器学习相关技术及算法；,4、精通深度学习框架tensorflow等；,5、精通Python；,6、熟悉数据数据库操作。",上海摹汐智能科技有限公司,4-5万/月,自然语言处理（NLP）高级专家
北京-海淀区,https://jobs.51job.com/all/co4718592.html,,美亚宏信（北京）信息技术有限公司,1.5-3.5万/月,测试经理（大数据方向）
北京-海淀区,https://jobs.51job.com/all/co4669119.html,"岗位职责：,1.负责基于区块链(Blockchain)的互联网金融产品设计和研发； ,2.研究区块链的协议，运行机制和底层实现等； ,3.开发、实现和改进加密协议，设计安全协议和架构； ,4.开发基于区块链的服务产品，包括后端协议、基础架构、系统服务及其相关客户端。 , ,任职要求：,1.211或985学校统招本科及以上毕业，至少3年互联网或金融技术开发经验；,2.精通 Java，熟悉Go、C++、Python、Node.js等语言中至少1种；,3.精通 Socket 网络编程，精通各种数据结构和算法，对密码学，安全协议和加密算法有研究；,4.熟悉分布式、多线程及高性能的设计与编码及性能调优, 有2年以上分布式系统架构和P2P网络系统开发经验的优先;,5.熟悉Ethereum、OpenChain、Bitcoin、Hyperledger等相关开源项目和区块链技术，熟悉主流共识机制实现原理，有研究、贡献和实际实施经验的优先； ,6.有Mysql、Redis和MongoDB中至少一种数据库开发经验.",北京创新指数科技有限公司,1.5-3万/月,区块链高级开发工程师
北京-东城区,https://jobs.51job.com/all/co282750.html,,上海网越信息技术有限公司,0.8-1万/月,Linux运维工程师-北京
北京,https://jobs.51job.com/all/co420422.html,,北京亿美软通科技有限公司,1-1.5万/月,数据科学家-风控方向
北京-海淀区,https://jobs.51job.com/all/co4847159.html,"职位描述：,1. 从事生物医学信号处理及软件算法研究；,2. 负责算法的移植和优化；,3. 针对实际问题进行新算法的建模、仿真与评测；,4. 跟踪生物医学信号处理算法的；,5. 跟踪行业发展前沿，参与专利申请；,职位要求：,1.数学、物理、生物医学工程、通信与电子、自动化、仪器与信号测量或相关专业硕士或博士学历；,2.扎实的数学功底，三年以上信号处理算法编写经验，有独立的算法研发能力；,3.熟悉各种医学生理信号的现代数字信号处理算法，精通数字信号处理理论和方法；,4.精通MATLAB，C/C++，熟悉Python；掌握至少一种分析工具软件，如Mat Lab, Mathematica等；,5.熟悉基于MCU或定点DSP的算法移植；,6. 掌握机械、生物、电化学传感器测试方法，熟练运用相关测试工具对数据进行统计和分析；,7.工作认真细致、积极主动，组织协调能力和语言表达能力强；,7. 有电化学传感器产品、心电监护、血糖仪、体脂仪等医疗器械行业经验、智能穿戴式产品经验者优先；",浙江清华柔性电子技术研究院,1.5-2.5万/月,高级柔性医疗电子产品研究员
北京-昌平区,https://jobs.51job.com/all/co804868.html,"岗位职责：,1）部署docker集群及其生态圈。,2）负责设计开发基于docker集群的云平台，以及处理相关pass课题的问题。,3）负责应用程序容器化改造方案的制定与实施。,4）参与探索基于容器的持续集成和持续交付。,5）探索、研究云平台，微服务方面的新技术，追踪业界发展。,任职要求：,1)   教育背景：计算机相关专业本科及以上学历。,2)   工作经验：3年以上的Linux使用、云平台运维和系统开发经验。,3)   专业技能：,1、熟悉docker及其生态圈，对docker的网络、存储等有深入的理解；,2、熟悉一种docker集群，如 k8s/rancher/swarm/mesos；,3、 熟悉网络和Linux操作系统，熟练掌握至少一门脚本语言（python/shell)，了解Java；,4、熟悉分布式体系架构、产品技术及分布式集群设计思想。,5、熟悉saltstack/ansible运维管理平台并有部署、维护和调优经验者优先；,6、有云平台部署维护、二次开发、生产环境调优经验者优先；,7、熟悉（Git/Svn）和持续集成，对持续集成和持续交付(CI/CD)有深入理解者优先；,4)   综合素质：具有较强的学习能力；具备较强的协调能力；对工作积极主动、认真负责；性格开朗，能够承受困难和压力；具备团队合作精神。",北京北控三兴信息技术有限公司,1.6-2.5万/月,docker工程师
北京-海淀区,https://jobs.51job.com/all/co4675601.html,",待遇根据能力面议。",北京华夏风云科技有限公司,0.6-1.5万/月,高级运维工程师
北京-海淀区,https://jobs.51job.com/all/co4675601.html,",待遇根据能力面议。",北京华夏风云科技有限公司,0.6-1.5万/月,高级运维工程师
北京-朝阳区,https://jobs.51job.com/all/co2917998.html,,内蒙古光大股权投资管理有限公司,0.8-1万/月,数据分析师
北京-朝阳区,https://jobs.51job.com/all/co4116946.html,"【福利】入职即上五险一金，另有餐补、交通补、全勤奖、优秀奖、年终奖金、明星见面会、还有各种做梦都想不到的福利在等你......,岗位职责：,1、负责基于区块链的产品的设计和开发；,2、组织制定和实施技术决策和技术方案，组织架构设计与升级优化；,3、带领团队研究、开发并实现区块链协议、加密技术、共识算法和底层实现；,4、参与相关子系统及业务流程优化重构,指导项目团队成员的区块链相关应用，解决开发中的技术问题；,任职要求：,1、本科以上学历，英语4级，可阅读英文文档；,2、2年以上区块链相关项目开发经验;优先考虑：有真实项目开发及维护经验；,3、掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理；,4、熟练掌握Java，C++，Go，Node.js, Python等主流区块链系统开发语言至少一种；优先考虑：对操作系统，编译原理，网络原理，加密算法等底层技术有相当的兴趣及研究；,5、熟悉分布式系统架构和分布式存储相关原理，对区块链(Blockchain)，以太坊（Ethereum)，超级账本（Hyperledger）等技术有研究；,6、精通Linux，有Github使用经验；优先考虑：有开源项目维护经验（请附开源项目地址）。",北京粉丝时代网络科技有限公司,2.5-3.5万/月,区块链技术主管
北京-大兴区,https://jobs.51job.com/all/co3795417.html,"岗位职责：,1、负责公司日报、周报、月报；,2、负责商品销售分析、分析商品的销售动态制作分销报表，实时关注商品销售；,3、负责完成当季单品、年份季节商品售罄率跟踪报表；,4、负责商品的库存分析，制定库存风险预警报表；,5、负责每季订货会前订货规划的数据统计分析，为公司提供订货产品结构规划；,6、负责节假日销售数据分析及报表；,7、领导交办的其他事宜；,任职要求：,1、大专及以上学历，信息管理、数学、统计学、财务管理、工商管理、市场营销相关专业优先；,2、一年以上数据分析工作经验，有一定服装商品经验者优先考虑；,3、对数据敏感，较强的分析能力；,4、能熟练运用EXCEL函数、数据透视表、POWER BI等功能，会使用SQLSERVER、MYSQL等数据库工具或SPSS、PYTHON等数据分析软件者优先录取；,5、有团队精神，为人亲和，工作责任心强。",北京凯蓝盛世品牌管理有限公司,4.5-6千/月,数据分析
空,空,空,商助科技（北京）有限公司,空,空
北京-朝阳区,https://jobs.51job.com/all/co1236934.html,,慧国（上海）软件科技有限公司,0.9-1.3万/月,技术支持工程师
北京-朝阳区,https://jobs.51job.com/all/co1236934.html,,慧国（上海）软件科技有限公司,0.9-1.3万/月,技术支持工程师
北京-海淀区,https://jobs.51job.com/all/co4863419.html,"岗位职责：,1、精通java并有较全的知识面、熟练使用spring、springmvc/structs、iBatis/MyBatis等主流框架，具有相关实际开发经验,2、精通TCP/IP、Http、socket、UDP相关协议，精通网络开发,3、熟悉MySQL、Oracle，有redis、memcache缓存使用经验，具备数据库开发经验，SQL优化经验,4、熟悉Html，css，JS，的使用以及ajax技术,5、熟悉linux开发，熟悉Jria、svn、git版本控制工具，熟悉tomcat，Nginx，apache开源服务器,6、熟悉web开发的相关技术，有能力搭建web系统应用框架以及常用的运维知识,7、有使用EChars等大数据可视化工具的工作经验优先,8、具备微服务实际开发经验，熟悉spring cloud优先,9、具备Python实际开发经验，了解爬虫原理,10、能够独立解决开发过程中遇到得技术问题，敢于接受项目挑战，不怕困难,任职要求：,1、熟悉软件开发流程，深刻理解面向对象，熟悉各种常用设计模式。,2、Java基础扎实，有多线程、高开发系统开发经验。,3、熟悉常用数据库（My SQL等），具备一定的调优经验。,4、熟悉http协议，tcp/UDP协议。,5、具有数据搜集（爬虫）经验优先考虑。,6、具有IM（即时通讯）经验优先考虑。",北京大可禾源科技有限公司,1-1.5万/月,Java后台开发工程师
北京-西城区,https://jobs.51job.com/all/co4647271.html,,黎明保险经纪有限公司,0.6-1万/月,IT技术支持
北京-海淀区,https://jobs.51job.com/all/co2062874.html,"8.完成直接主管分配的其他工作。,任职资格：,                                      9.在软件可靠性、性能、安全及易用性等方面有较深入的研究和实现经验。",北京智芯微电子科技有限公司,1-1.5万/月,嵌入式软件工程师
