addr,web_add,pay,company_info,company,jobname
杭州-西湖区,https://jobs.51job.com/all/co3833343.html,1-1.9万/月,"1、大专或及以上学历，计算机、通信、网络等相关专业,2、熟悉软件测试流程，掌握软件测试理论和方法，能够熟练应用多种测试工具。,3、有自动化测试经验/代码能力者优先,4、至少懂得Java和Python其中一种语言；有自动化代码经验；,5、有APP或web测试经验",宜春宜联科技有限公司,软件测试工程师-杭州职位 -外派阿里巴巴
北京-海淀区,https://jobs.51job.com/all/co3061139.html,1.5-2万/月,"岗位职责：,1.负责soc芯片集成设计,2.依照产品定义完成芯片的系统设计、模块设计,3.负责数字电路结构设计，设计文档的撰写，代码设计,4.负责制定验证计划，设计验证方案，搭建验证环境，监控仿真验证、FPGA系统验证和样品验证工作,任职资格：,1. 微电子、电子、通信、自控等相关专业；,2.具有扎实的数字电路理论基础，熟悉数字电路IC设计流程，熟悉ASIC芯片和FPGA开发流程,3.掌握Verilog语言，熟悉EDA工具（NC/VCS/Verdi等）,4.熟练掌握DC、PT工具者优先,5.熟悉UVM验证环境、Python编程者优先",北京易诚互动网络技术有限公司,芯片逻辑设计工程师
北京,https://jobs.51job.com/all/co3833343.html,2-4万/月,,宜春宜联科技有限公司,大数据平台工程师
深圳,https://jobs.51job.com/all/co4868023.html,0.6-1.6万/月,"唐普，以人为本，扁平化管理， 致力于打造高水准IT人才平台，建设多层次技术团队。,                                          如果您是行业新人，来唐普吧！青蓝工程，技术大牛担纲；项目丰富，于实践中成长。,                                          如果您是团队中坚，来唐普吧！突破瓶颈，稳步上升。项目体验优质，薪资待遇优厚。     ,                                          如果您是资深翘楚，来唐普吧！执项目牛耳，运筹于帷幄。携浑身才华，纵横于四方。,                        ,                                          如果您做得了开发，带得动团队，拉得到项目，来唐普吧！您就是下一个唐普合伙人。,------------------------------------------------------------------------------------------------------------------------------,（1）负责相关产品的日常维护、升级与部署、故障处理，保障产品的稳定运行；,（2）负责整体运维体系的建设，包括运维流程、制度、优化改进；,（3）改进相关产品的服务架构，提高产品的性能和健壮性；,（4）参与基础IT设施的规划、架构与持续优化。,（5）承担运维自动化工具及运维平台开发工作；,（6）维护公司各项目的开发和生产环境。,（1）计算机相关专业，全日制统招本科及以上学历，4年以上运维领域相关经验（当前岗位对学历和工作年限有一定要求，若未达        到，下次有机会再合作）；,（2）整体负责过集团企业IT运维体系建设与优化工作者优先；,（3）熟悉IT基础架构，熟悉IT系统运维和服务管理；,（4）熟悉服务器、操作系统，熟悉系统性能优化；,（5）熟悉系统安全管理、对系统集成、智能化、存储、灾备、中间件、虚拟化等技术有深入了解者优先；,（6）具备脚本编写能力，掌握常用脚本语言（shell，python，perl）中的一种或多种； ,（7）熟悉sql语句，了解mysql的基本操作和优化；,（8）熟悉ansible/saltstack等自动化运维工具，能根据需求做二次开发或定制者优先；,（9）能够使用python或其他语言开发运维平台者优先；,（10）具备良好合作态度及团队精神，有工作激情、创新欲望和责任感；,（11）工作责任心强，有较强的语言表达能力和文字理解能力；,（12）有较好的抗压能力，能接受出差。,工作地点广州、深圳。",厦门唐普信息技术有限公司,运维工程师
北京-海淀区,https://jobs.51job.com/all/co3061139.html,6-8千/月,"【岗位职责】,1、根据移动端软件产品的开发需求编写测试计划，根据需求文档编写测试用例；,2、按时完成软件测试工作任务，执行测试，跟踪缺陷状态，提交测试执行报告；,3、对产品测试报告进行状态跟踪及维护，协助开发人员定位和解决问题。,【任职要求】,1、有一定的测试工作经验；,2、了解软件测试原理、方法和工具，能够在指导下独立编写测试计划和测试用例；,3、工作踏实认真，有良好的团队合作精神，能承受工作压力；,4、责任心强，学习能力强，注重细节，有良好的逻辑思维能力，并具备良好的语言表达能力和文档编写能力；,5、掌握Java/Python/PHP等至少一门开发语言或脚本语言者优先；,6、计算机、软件相关专业优先。",北京易诚互动网络技术有限公司,软件测试工程师
北京-海淀区,https://jobs.51job.com/all/co4868023.html,0.8-1万/月,,厦门唐普信息技术有限公司,Splunk工程师
北京,https://jobs.51job.com/all/co4868023.html,0.6-1万/月,",1.,2.,3.,Matlab,SAS,R,C++,C#,Python",厦门唐普信息技术有限公司,量化研发岗
北京-海淀区,https://jobs.51job.com/all/co4868023.html,40-60万/年,"职责描述：,1.负责广告、推荐等算法质量保证相关工作,2.负责部门算法测试体系搭建，评估算法质量及效果,3.负责对业务需求产出测试方案并保证算法正确性及合理性,4.负责广告、推荐等算法业务的平台/工具设计开发,任职要求：,1.三年以上工作经验，一年以上算法开发或测试相关经验,2.计算机、统计、信息、数学等相关专业毕业，硕士及以上学历优先,3.熟练掌握python、java语言，熟悉linux开发环境,4.有广告、搜索引擎、推荐系统相关算法测试相关项目经验者优先,5.熟悉大数据处理相关平台技术（比如hadoop、storm、spark、hive等）者优先,6.有机器学习、数据挖掘、数据分析项目经验或理论基础者优先",厦门唐普信息技术有限公司,高级算法测试工程师
太原,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,,厦门唐普信息技术有限公司,机器学习工程师
北京-朝阳区,https://jobs.51job.com/all/co4868023.html,1.5-2万/月,"1、负责量化模型的开发，进行资产配置、动态投资组合管理方法研究；,  2、负责风险管理与金融衍生品相关研究；,  3、进行数量化择时方法研究，撰写量化研究的相关报告。,  ,1、硕士及以上学位，金融工程、数学、物理、计算机等相关专业；,  2、至少有2-3年量化CTA策略以及量化对冲策略开发经验；,  3、独立开发策略，有策略实盘经验者优先；,        ,4、熟悉文华、金字塔、TB平台编程开发者优先；,  5、熟练掌握一门及以上编程语言，有Python,R,C++,Matlab等编程经验优先；,  6、有严谨的工作态度，勇于创新和不断学习，对工作充满热情和具有团队协作精神。,  ,",厦门唐普信息技术有限公司,期货量化策略研究员
空,https://jobs.51job.com/all/co4868023.html,空,空,厦门唐普信息技术有限公司,空
空,https://jobs.51job.com/all/co3061139.html,空,空,北京易诚互动网络技术有限公司,空
北京,https://jobs.51job.com/all/co4868023.html,3-4万/月,"1、协助配合区块链技术总监进行技术平台研发和区块链开发架构的搭建；,2、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构；,3、结合领域业务场景需求，基于区块链技术，进行区块链架构搭建与平台开发；,4. 负责区块链在产品中的技术落地。,  5. 参与区块链平台以及基于区块链平台的应用研发。,职位要求：,1. 区块链研发经验一年以上,2. 计算机相关专业本科以上学历，3年以上互联网平台或大型系统开发与架构经验；,3.掌握Bitcoin，Ethereum，HyperLedger Fabric等主流区块链技术相关机制与原理；,4.熟练掌握Go、Python、Java等开发语言至少一种，Go优先，参与过区块链开发社区并贡献源码者优先；,5.了解一些主流NoSQL数据库的原理与使用，尤其是KV型数据库，包括不限于LevelDB，RocksDB等；,6.熟悉Linux操作系统，熟练掌握Docker容器技术的原理，部署和使用优化；",厦门唐普信息技术有限公司,区块链技术架构师(产品研发中心）
北京-东城区,https://jobs.51job.com/all/co4868023.html,0.8-1万/月,"岗位职责：,1、负责应用系统搭建、优化和日常维护，以及服务器操作系统、应用系统的维护和优化；,2、负责应用系统搭建、优化和日常维护，以及服务器操作系统、应用系统的维护和优化；,3、负责公司业务平台的运作流程，处理业务和技术边缘问题；            ,4、负责网络环境建设及监控、日志优化和流量统计以及故障判断；,任职条件：,1、掌握Linux/Unix系统及原理，了解网络技术，熟悉TCP/IP协议工作原理；,2、对企业级网络架构，了解理论知识与实践经验，了解服务器群集的规划和设置，对信息安全的常规措施和方法有实际操作经验；,3、掌握使用shell/php/python/perl任何一种；,4、有一定的oracle、Mssql等数据库的维护经验。,5、掌握防火墙、交换机、存储设备、容灾方案；熟练掌握常见WEB服务器（Apache,Tomcat,Nginx）的配置和性能调优。,6、熟悉Nginx/LVS/HAproxy/等主流的负载均衡方式并实现；,7、熟悉Java环境应用部署、维护、调优；,8、高度的工作责认心，工作积极主动，有较强的逻辑思。",厦门唐普信息技术有限公司,系统运维工程师
北京,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,,厦门唐普信息技术有限公司,嵌入式软件工程师
北京-东城区,https://jobs.51job.com/all/co4868023.html,1.5-3万/月,,厦门唐普信息技术有限公司,服务端开发工程师
深圳-南山区,https://jobs.51job.com/all/co4868023.html,5-7万/月,,厦门唐普信息技术有限公司,安全攻防专家
北京-海淀区,https://jobs.51job.com/all/co4868023.html,1.5-2万/月,"1、负责公司业务系统、产品的H5页面开发、维护及重构，包含PC端和移动端。,2、根据产品需求，分析并给出最优的页面前端结构解决方案并完成效果实现（含与后台的数据交互）。,3、解决主流浏览器（包含手机端的浏览器）中JS与CSS的兼容性问题。,4、负责对新开发功能进行测试。,5、制定Web前端开发规范和代码库。,6、规范文档的编写、维护，并配合其他部门提供产品相关技术支持。,1、基本功扎实，能够熟练的编写兼容主流浏览器的代码，精通熟悉HTML5，CSS3，ES5,ES6等；,2、对前端MV*框架有深刻理解，Vuejs, AngularJS, React 至少有一个以上的项目经验；,3、熟悉掌握 Gulp, Webpack, Browserify等前端构建工具， 对于前端模块化及构建有深入研究；,4、熟悉Linux平台，至少熟悉一种后端开发语言（PHP/Java/C/C++/python/nodejs等）；,5、对前端自动化、性能优化有一定的理解,具有软件工程意识，对数据结构和算法设计有充分理解；,6、5年以上工作经验或对前端架构有深刻理解；,7、具有良好的沟通能力和团队合作精神、优秀的分析问题和解决问题的能力.",厦门唐普信息技术有限公司,HTML5高级前端开发工程师(001206)(职位编号：kongzhong001206)
北京-海淀区,https://jobs.51job.com/all/co4868023.html,1.2-1.8万/月,,厦门唐普信息技术有限公司,phthon\odoo(openERP)中级系统开发工程师
北京,https://jobs.51job.com/all/co4868023.html,2-3万/月,"岗位职责：,       从事机器人系统和客户WMS、ERP系统对接业务接口。,任职要求：,1) 国内 211/985或海外等重点大学计算机、自动化、数学相关专业毕业，本科及以上学历，具备扎实的数学和算法功底。,2) 精通数据挖掘，机器学习，数据规划等的基本理论和常用算法，思路开阔，热衷于相关算法研究。,3) 熟练掌握C++/Java/Python或相关其它语言，扎实的编码和调试能力；熟练在Linux环境下工作。,4) 熟悉MySQL、SQL Server、Oracle等数据库一种或多种。,5) 参加过ACM、CodeJam等编程设计大赛、数学建模设计大赛并获奖者优先；,6)扎实的独立分析问题、解决问题的能力，具备良好的需求理解能力、沟通协调能力和团队合作精神。,7)具有高度的责任感和耐心细致的工作态度。,8)能够承受较大工作压力。,简历可直接投递邮箱：lyc@aresrobot.com",厦门唐普信息技术有限公司,C++软件工程师
北京-海淀区,https://jobs.51job.com/all/co4868023.html,6-8千/月,,厦门唐普信息技术有限公司,网络驻场工程师 华三
北京-朝阳区,https://jobs.51job.com/all/co4868023.html,1.5-2万/月,"主要职责：根据项目需求，完成前后端原型设计及实现。,任职要求：,1、精通python，或java，或php，或go语言中至少一种，对多种语言有开发经验者优先。,2、熟练掌握主流商业或开源数据库如DB2、Oracle、MySQL中的至少一种； 熟练掌握NoSQL数据库 (MongoDB)，且有实际应用经验。,4、精通WEB前端开发，熟练掌握html,css,js脚本的编辑，熟悉nodeJS等架构。,5、熟练掌握多种编程语言混合调用的方法，熟练掌握linux上开发环境的配置。,6、具有独立开发、快速学习和解决问题的能力； 良好的团队合作精神。",厦门唐普信息技术有限公司,Full Stack Developer/Engineer
北京,https://jobs.51job.com/all/co4868023.html,1-2万/月,"1.负责公司产品的部署，调优，运维体系建设等。,      2. 负责公司大数据平台的部署、调优等。,任职要求：,  ,",厦门唐普信息技术有限公司,大数据运维工程师
澳门,https://jobs.51job.com/all/co3061139.html,1.5-2.5万/月,,北京易诚互动网络技术有限公司,网络信息安全工程师/渗透测试工程师
北京,https://jobs.51job.com/all/co4868023.html,0.8-1.5万/月,",",厦门唐普信息技术有限公司,Android功能测试工程师
北京-海淀区,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,,厦门唐普信息技术有限公司,运维工程师
北京,https://jobs.51job.com/all/co4868023.html,1.5-2.5万/月,,厦门唐普信息技术有限公司,Node.js开发工程师
北京,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,,厦门唐普信息技术有限公司,Ai 工程师(职位编号：766323875014014)
北京-朝阳区,https://jobs.51job.com/all/co4868023.html,6-8千/月,,厦门唐普信息技术有限公司,系统运维开发岗
北京-西城区,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,"岗位职责,1.负责公司业务系统的运行维护，保障公司业务系统稳定运行；,2.负责数据库日常监测和维护，保证公司产品的数据库服务器正常运行；,3.承担日常安全巡检和日志分析、漏洞扫描和修复、安全测评、安全加固，根据内部需求进行配置变更和策略调整；,4.负责Nginx、Tomcat、LVS、Keepalived、Haproxy安装、配置、维护及调优；,5.负责公司办公设备、局域网、服务器的维护和管理，保障各类设备和网络的正常运行；,6.负责对后台系统进行日常安全维护，按照运维流程进行日常监控、定期巡检、配置变更、故障处理等运维服务工作；,7.负责linux，windows服务器监测和维护，包括热备，故障处理，磁盘阵列，性能调优，负载均衡等等；,8.负责测试环境的搭建及维护及部署应用上线；,9.负责Apache、Redis、MySQL、FTP、DNS、Squid等常用服务的安装、配置和维护；,10.为其他部门提供技术支持、培训和指导；,11.有FreeBSD系统Jail管理维护经验优先考虑；,12.负责微服务构建，性能优化项目；,13.推进自动化运维平台建设，提高开发质量和效率；,14.负责服务器业务应用上下线、日常变更、服务器性能测试及优化；,15.公司所安排的其它运维工作。,岗位要求,1.本科以上学历，计算机相关专业优先，5年以上相关工作经验；,2.精通Linux服务器部署、安装、调试（redhat和centons最少熟练一种）；,3.熟练掌握tomcat、jboss、nginx、oracle、mysql安装部署，并且掌握简单的DDL语句；,4.熟练掌握网络相关知识，熟悉TCP/IP协议，了解路由器工作原理；,5.熟练掌握Linux系统常用巡检命令，包括网络通信；,6.最少要掌握一种系统系统脚本语言（shell/Perl/Python等），善于使用脚本来完成日常运维，有自动化运维经验者优先；,7.熟练掌握awk、grep、sed等相关文本编辑处理命令；,8.熟练掌握Linux常用服务（DHCP、DNS、FTP、APACHE、SAMBA等等）；,9.熟练掌握虚拟化vmware，了解KVM等虚拟技术；,10.最少要熟练掌握了解一种系统监控工具（nagios、zabbix等）；,11.精通应用系统运维问题的分析诊断和处理流程；,12.拥有金融IT服务器运维从业经验者优先；,13.熟练掌握Redis等缓存系统集群的搭建维护知识；,14.精通office及相关软件。",厦门唐普信息技术有限公司,系统运维工程师
北京-海淀区,https://jobs.51job.com/all/co4868023.html,0.8-1.2万/月,,厦门唐普信息技术有限公司,生物信息分析师
北京-丰台区,https://jobs.51job.com/all/co4868023.html,5-8千/月,"任职要求： ,1、对PHP语言有十分深入的了解，熟练使用git进行版本管理。,2、了解Linux操作系统原理，有Linux开发经验，熟悉linux工作环境，具有shell、PHP/Perl/Python等脚本开发经验 ,3、对Mysql,MongoDb,Redis等有深入研究或实战应用，具有索引优化、查询优化和存储优化经验，对常见高负载网站应用方案有深入研究，能够因地制宜提出自己的解决方案 ,4、熟悉HTTP协议及W3C相关互联网规范，熟练掌握JQuery、XML、HTML、CSS、Javascript、AJAX、JSON等Web页面技术 ,5、针对Apache或Nginx的配置和管理，有十分深入的了解 ,任职要求： ,1、对PHP语言有十分深入的了解，熟练使用git进行版本管理。,2、了解Linux操作系统原理，有Linux开发经验，熟悉linux工作环境，具有shell、PHP/Perl/Python等脚本开发经验 ,3、对Mysql,MongoDb,Redis等有深入研究或实战应用，具有索引优化、查询优化和存储优化经验，对常见高负载网站应用方案有深入研究，能够因地制宜提出自己的解决方案 ,4、熟悉HTTP协议及W3C相关互联网规范，熟练掌握JQuery、XML、HTML、CSS、Javascript、AJAX、JSON等Web页面技术 ,5、针对Apache或Nginx的配置和管理，有十分深入的了解",厦门唐普信息技术有限公司,PHP程序员
北京-海淀区,https://jobs.51job.com/all/co4868023.html,0.8-1万/月,"(1)熟悉脚本编程，具备扎实的python编码能力，有一定优化能力,(2)具备良好的计算机理论基础，熟悉数据结构等,(3)熟练linux下的开发和调试,(4)了解numpy，tensorflow，机器学习者优先,(5)熟悉andriod及java编程者有限，专科3年以上，本科2年以上",厦门唐普信息技术有限公司,大数据开发工程师
北京-西城区,https://jobs.51job.com/all/co4868023.html,0.8-1万/月,,厦门唐普信息技术有限公司,高级运维工程师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,2-4万/月,,新华网股份有限公司,算法工程师
北京-海淀区,https://jobs.51job.com/all/co4868023.html,10-30万/年,"1. 负责高通量测序（NGS）数据的分析工作，建立和优化相关的分析管线,2. 对数据进行深度挖掘和解读，结合分析结果和文献协助项目负责人制定分析方案,3. 负责全基因组、全外显子组、靶向等高通量测序数据的统计分析，建立和优化相关的分析管线（Pipeline）,任职要求,1. 生物信息，计算机，统计，生物工程或相关学科的硕士学历，或本科学历并具有2年以上的相关工作经验者，博士学位者优先；,2. 熟悉Linux/Unix系统，并熟练掌握R/SAS，Shell，Python, Perl, Java, C/C++中至少一种计算机语言；,3. 具有高通量测序数据分析研究背景或基因组学相关研究分析经验者优先考虑。,工作地点：北京、南京",厦门唐普信息技术有限公司,生物信息工程师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,3-4万/月,,新华网股份有限公司,高级搜索工程师
北京-海淀区,https://jobs.51job.com/all/co2848220.html,1-2万/月,,新华网股份有限公司,运维工程师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,0.8-1.5万/月,,新华网股份有限公司,美资互联网公司-SQL（第三方长期）
空,https://jobs.51job.com/all/co4868023.html,空,空,厦门唐普信息技术有限公司,空
北京-丰台区,https://jobs.51job.com/all/co2848220.html,6-8千/月,,新华网股份有限公司,Linux服务器运维工程师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,6-8千/月,"【岗位职责】,一、运维,1.   学习掌握CDN技术架构及相关知识，了解主流需求。,2.   学习掌握美国Highwinds CDN系统。能够根据客户需求完成配置、监控性能和调优。,3.   与美国技术团队协作处理复杂的问题，及时沟通技术动态。,4.   参与值守技术支持热线（电话、微信、QQ）。,二、开发,1.   参与设计、开发、维护自有网络服务平台（CDN、网络安全等）。,2.   参与开发现有系统的运维自动化工具。,3.   更新、维护公司官网。,4.   完成交办的其它任务。,【任职要求】,1.   大学本科及以上学历。具备良好的互联网网络知识基础和网络安全等有关技术。,2.   英文水平优良，胜任用英文进行书面和口头沟通。,3.   熟悉Python，PHP，Linux Shell等开发语言。,4.   工作态度积极，乐于接受挑战，不断进步。,5.   耐心细致，语言表达能力强，思维清晰。,6.   能适应高强度，多任务，短延时交付任务需求。,【工作地点】: ,                                                                                    北京：朝阳区广渠门外大街8号 优士阁B座；",新华网股份有限公司,CDN运维、开发初级工程师（实习或应届生）
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,2-2.5万/月,,新华网股份有限公司,大数据采集工程师
北京-海淀区,https://jobs.51job.com/all/co2848220.html,1-1.5万/月,,新华网股份有限公司,嵌入式开发高级工程师(无线路由器)(职位编号：1)
北京-海淀区,https://jobs.51job.com/all/co2848220.html,1-1.5万/月,"工作职责：,1、负责项目配置管理工作，包括基线管理、分支、版本管理、发布管理、变更管理等，并推动执行 ；,2、负责维护项目配置库，对目录、用户及权限进行管理；,3、独立安装、配置系统以及各个项目，维护测试环境，并能独立解决过程中出现的各种系统、项目及数据库等的问题，确保准确稳定；,4、制定和改进质量管理流程，负责对项目组进行配置管理流程和工具的培训、指导；,5、协助解决开发过程中发现的各种配置相关问题，归纳总结，提出整改方案并付诸实施；,6、负责整理项目在代码、提测以及线上问题等存在的问题，并汇总归纳，推动各个环节整改；,7、能够编写和优化脚本，确保CI/CD流程准确稳定，确保各环境的docker容器化；,8、配合部门内部的质量保证体系的逐步完善，建立各环节的规范；,9、定期升级各平台、工具版本，并且制定可靠的权限管理、安全及备份策略以及定期检查各备份内容的完整准确性；,10、配置管理相关工具集成以及平台集成的二次开发；,11、负责公司级配置管理过程的度量与评价，通过工具收集过程数据，实现过程可视化，并进行度量与分析，提出改进方案并落地实施；,12、其他的相关质量管理工具的维护和交代的任务。,任职要求：,1、具备大型互联网二年以上配置管理工作经验;,2、理解配置管理理论方法，熟悉windows/Unix/Linux操作系统及相应命令，能够独立策划项目的配置管理工作；,3、熟悉git、ant、maven、sonar、nginx等，精通Jenkins或者hudson;,4、了解软件工程理论，有CMM/CMMI实施经验等知识者最好；,5、能熟练使用Shell、Python脚本语言；熟练掌握mysql的相关操作及备份经验；,6、熟悉docker容器化相关知识，有过CD对接docker容器经验者优先；,7、认真细致；逻辑思维清晰严谨；肯钻研；表达、沟通、协调能力强；积极主动；,8、较强的结果导向型思维，善于发现和分析问题，且有很强的质量控制意识；",新华网股份有限公司,配置管理工程师
北京,https://jobs.51job.com/all/co2848220.html,0.8-1万/月,,新华网股份有限公司,高级动画师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,1.2-1.5万/月,",    ,  .熟悉MotionBuilder（FBX数据处理、GeometryCache）XSI(FaceRobot)等其他三维软件者优先；,熟悉Mel Script python编程语言者优先。",新华网股份有限公司,三维动画师
北京,https://jobs.51job.com/all/co2848220.html,1.2-2万/月,"1,3,2,shell,Python,perl,3,WEB,Apache/Nginx/tomcat,Memcached/redis/mysql,4,HA/Keepalive/LVS/Nginx/HAProxy,5,linux, ,6,Tomcat,glassfish,jboos,resin ,7,mysql,8,docker,openstack,9,elk grafana zabbix",新华网股份有限公司,IT运维工程师
北京-海淀区,https://jobs.51job.com/all/co2848220.html,20-30万/年,"Design and  development of next-generation security technologies and advanced solutions  such as IPv6 Migration/Deployments, Mobile Security, Large Scale Network  Address Translation (NAT), DS-Lite, NAT64, 6rd, LW4o6, NAT46, Application  Firewall, DDoS and Deep Packet Inspection.,you will be  responsible for designing and implementing software solutions for the following  functional areas:   ,·            Mobile/SP Security (Gi-LAN) –  GTP, SCTP, Diameter Protocol handling and security,·            LTE/5G (3GPP) Architecture and  various security implications and safeguards   ,·            Understanding and solving  issues service providers are facing in migrating to IPv6 infrastructure ,·            Understand and implement  application inspection for applications using protocols such as SIP, FTP, H323,  etc.,    ,·            Understand and implement  methods and mechanisms to secure internal clients/network from Denial of  Service attacks,    ,Education  Qualification: BS plus 3+ years or MS plus 2+ years in Computer,  Science/Engineering or similar area ,Technical Skills: ,    ,从事新一代安全技术及高级解决方案的设计与开发，包括：IPv6 Migration/Deployments, Mobile  Security, Large Scale Network Address Translation (NAT), DS-Lite, NAT64, 6rd,  LW4o6, NAT46, Application Firewall, DDoS and Deep Packet Inspection.,负责设计和实现以下功能领域的软件解决方案：,    ,1）Mobile/SP Security（Gi LAN）–GTP，SCTP，Diameter协议处理和安全,2）LTE/5G (3GPP)架构及各种安全含义和保障措施  ,3）理解和解决服务提供商在迁移到IPv6基础设施时面临的问题,4）理解并实施应用检测，如SIP、FTP，H323等等。,5）理解和实现方法以确保内部客户机/网络免受拒绝服务攻击。,  ,教育背景：本科学历，3年以上工作经验；或者硕士学历，2年以上工作经验，计算机，科学/工程或类似专业；   ,技术技能：  ,®C /  C++编程技巧（Python经验优先）,®熟悉TCP/IP，网络概念。,®熟悉并理解安全功能和应用协议，如FTP, DNS, SIP, Radius, Diameter , GTP, SCTP等优先,®了解计算机系统体系结构和操作系统概念，了解多核、多线程编程、分布式系统。",新华网股份有限公司,高级软件开发工程师
北京,https://jobs.51job.com/all/co2848220.html,1.5-3万/月,,新华网股份有限公司,BI Developer
北京-海淀区,https://jobs.51job.com/all/co3061139.html,1.5-3万/月,,北京易诚互动网络技术有限公司,大数据工程师
北京,https://jobs.51job.com/all/co2848220.html,6-8千/月,,新华网股份有限公司,2018应届生通道-生物信息工程师
北京,https://jobs.51job.com/all/co4868023.html,1-1.5万/月,"岗位职责,1、负责系统的需求调研和需求分析，撰写相关技术文档；,2、搭建系统开发环境，完成系统框架和核心代码的实现；,3、负责公司项目服务端接口及后端业务系统开发；,4、负责项目概要设计、详细设计、开发计划等的编制并实施；,5、负责系统开发测试、部署和集成；,6、负责解决开发过程中的技术问题；,7、参与代码维护与备份；,8、上级交办的其他工作。, ,任职资格,1、计算机软件及相关专业统招本科以上学历，2年以上相关工作经验；,2、精通java编程、设计模式和组件技术，熟悉关系型数据库，精通通讯协议和面向对象思想；具有丰富J2EE架构设计经验；有做工作流方面的经验，有workflow，jbpm，activity方面的相关经验。,3、精通java、对于spring系列框架有深入理解、熟练使用hibernate、mybatis等持久化框架、 熟练使用一种以上rpc框架、对soa/微服务设计模式有一定理解、熟练使用maven，svn ；,4、熟悉软件技术文档的编写；具备良好的文档编制习惯和代码书写规范；,5、熟悉golang，python其中之一优先。,6、对于比特币、以太坊等区块链相关技术有深入了解的优先；,7、思路清晰，善于思考，能独立分析和解决问题；,8、英语听、说、读、写能力强；,9、责任心强，具备良好的团队合作精神和承受工作压力。",厦门唐普信息技术有限公司,Java开发工程师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,1-2万/月,,新华网股份有限公司,大数据分析师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,1-2万/月,,新华网股份有限公司,大数据分析师
北京-朝阳区,https://jobs.51job.com/all/co2848220.html,2.5-3.5万/月,"【福利】入职即上五险一金，另有餐补、交通补、全勤奖、优秀奖、年终奖金、明星见面会、还有各种做梦都想不到的福利在等你......,岗位职责：,1、负责基于区块链的产品的设计和开发；,2、组织制定和实施技术决策和技术方案，组织架构设计与升级优化；,3、带领团队研究、开发并实现区块链协议、加密技术、共识算法和底层实现；,4、参与相关子系统及业务流程优化重构,指导项目团队成员的区块链相关应用，解决开发中的技术问题；,任职要求：,1、本科以上学历，英语4级，可阅读英文文档；,2、2年以上区块链相关项目开发经验;优先考虑：有真实项目开发及维护经验；,3、掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理；,4、熟练掌握Java，C++，Go，Node.js, Python等主流区块链系统开发语言至少一种；优先考虑：对操作系统，编译原理，网络原理，加密算法等底层技术有相当的兴趣及研究；,5、熟悉分布式系统架构和分布式存储相关原理，对区块链(Blockchain)，以太坊（Ethereum)，超级账本（Hyperledger）等技术有研究；,6、精通Linux，有Github使用经验；优先考虑：有开源项目维护经验（请附开源项目地址）。",新华网股份有限公司,区块链技术主管
空,https://jobs.51job.com/all/co2848220.html,空,空,新华网股份有限公司,空
北京-海淀区,https://jobs.51job.com/all/co2848220.html,1.5-3万/月,,新华网股份有限公司,大数据高级工程师
北京-海淀区,https://jobs.51job.com/all/co2848220.html,1.5-3万/月,,新华网股份有限公司,大数据高级工程师
杭州-西湖区,https://jobs.51job.com/all/co241192.html,1.5-2万/月,"作为DevOps咨询团队的驻客户现场工程师，协助DevOps咨询专家实施咨询项目，主要是 DevOps 运维自动化实施，包括：工具搭建（操作系统-Linux，数据-MySQL，web服务器，配置管理工具-Git，虚拟容器-Docker/K8s，脚本开发-Python，shell），自动化运维应用支持，自动化运维过程改进。,工作地点：杭州-浙江国电。,工作时间：1-2年，可以根据个人意愿决定后续是否留在浙江国电。,能力与经验要求:,熟悉运维相关的系统管理：Linux，web服务器，MySQL。,具有一定的系统运维经验。,如下选项作为可选部分：配置管理工具-Git，虚拟容器-Docker/K8s，脚本开发-Python，shell,具有一定的沟通能力，因为要在咨询现场跟客户团队直接沟通。",北京火龙果软件工程技术中心,自动化运维工程师
北京-海淀区,https://jobs.51job.com/all/co241192.html,1.5-2万/月,"工作职责:,1、研究各种网页、app接口，探寻特点和规律，攻破各种反爬虫；,2、编写抓取互联网内容的爬虫；,3、实时监控爬虫的进度和警报反馈。,任职资格:,1、精通Javascript,理解并掌握javascript语言核心技术DOM、BOM。,2、精通如下两语言之一（python/java）。,3、熟悉Node.js标准库的使用。,4、了解基本的HTTP\TCP协议知识。,5、熟悉mysql等关系数据库及nosql数据库，根据业务进行数据库设计。,6、熟练使用git进行项目版本管理。,7、能够持续学习，有比较优秀的动手能力，热衷技术，精益求精。",北京火龙果软件工程技术中心,爬虫工程师（知识产权）
